Sample,Rjct,Data File,Acq. Date-Time,Type,Level,Solution Label,Total Dil.,Vial Number,7  Li  [ No Gas ] ,7  Li  [ He ] ,9  Be  [ No Gas ] ,9  Be  [ He ] ,45  Sc  [ No Gas ] ,45  Sc  [ He ] ,51  V  [ No Gas ] ,51  V  [ He ] ,52  Cr  [ No Gas ] ,52  Cr  [ He ] ,59  Co  [ No Gas ] ,59  Co  [ He ] ,60  Ni  [ No Gas ] ,60  Ni  [ He ] ,63  Cu  [ No Gas ] ,63  Cu  [ He ] ,66  Zn  [ No Gas ] ,66  Zn  [ He ] ,71  Ga  [ No Gas ] ,71  Ga  [ He ] ,85  Rb  [ No Gas ] ,85  Rb  [ He ] ,88  Sr  [ No Gas ] ,88  Sr  [ He ] ,89  Y  [ No Gas ] ,89  Y  [ He ] ,90  Zr  [ No Gas ] ,90  Zr  [ He ] ,95  Mo  [ No Gas ] ,95  Mo  [ He ] ,107  Ag  [ No Gas ] ,107  Ag  [ He ] ,111  Cd  [ No Gas ] ,111  Cd  [ He ] ,118  Sn  [ No Gas ] ,118  Sn  [ He ] ,121  Sb  [ No Gas ] ,121  Sb  [ He ] ,133  Cs  [ No Gas ] ,133  Cs  [ He ] ,137  Ba  [ No Gas ] ,137  Ba  [ He ] ,138  Ba  [ He ] ,139  La  [ No Gas ] ,139  La  [ He ] ,140  Ce  [ No Gas ] ,140  Ce  [ He ] ,141  Pr  [ No Gas ] ,141  Pr  [ He ] ,146  Nd  [ No Gas ] ,146  Nd  [ He ] ,147  Sm  [ No Gas ] ,147  Sm  [ He ] ,153  Eu  [ No Gas ] ,153  Eu  [ He ] ,157  Gd  [ No Gas ] ,157  Gd  [ He ] ,159  Tb  [ No Gas ] ,159  Tb  [ He ] ,163  Dy  [ No Gas ] ,163  Dy  [ He ] ,165  Ho  [ No Gas ] ,165  Ho  [ He ] ,166  Er  [ No Gas ] ,166  Er  [ He ] ,169  Tm  [ No Gas ] ,169  Tm  [ He ] ,172  Yb  [ No Gas ] ,172  Yb  [ He ] ,175  Lu  [ No Gas ] ,175  Lu  [ He ] ,178  Hf  [ No Gas ] ,178  Hf  [ He ] ,181  Ta  [ No Gas ] ,181  Ta  [ He ] ,205  Tl  [ No Gas ] ,205  Tl  [ He ] ,206  [Pb]  [ He ] ,207  [Pb]  [ He ] ,208  Pb  [ No Gas ] ,208  Pb  [ He ] ,209  Bi  [ No Gas ] ,209  Bi  [ He ] ,232  Th  [ No Gas ] ,232  Th  [ He ] ,238  U  [ No Gas ] ,238  U  [ He ] ,103  Rh ( ISTD )  [ No Gas ] ,,103  Rh ( ISTD )  [ He ] ,
137  Ba  [ No Gas ] :  Concentration value = 220.22 is over the calibration range137  Ba  [ He ] :  Concentration value = 186.44 is over the calibration range138  Ba  [ He ] :  Concentration value = 197.60 is over the calibration range166  Er  [ No Gas ] :  CPS RSD value = 5.07 is over the allowed maximum = 5.00205  Tl  [ He ] :  CPS RSD value = 6.01 is over the allowed maximum = 5.00103  Rh ( ISTD )  [ No Gas ] :  CPS RSD value = 13.76 is over the allowed maximum = 5.00,FALSE,172SMPL.d,14-05-2025 23:14,Sample,,MCS 698,3546.1677,3204,34961.758,34213.424,2241.753,2357.051,10541.564,10937.033,93119.121,83101.894,79509.841,67691.54,12896.45,12828.624,26785.818,26084.698,23186.44,22807.052,85184.097,73818.536,21535.479,23494.56,213004.795,177714.488,55124.567,44602.086,25822.298,24486.188,11893.676,11951.189,921.683,843.704,65.359,41.127,<0.000,<0.000,5901.104,5721.145,293.02,256.378,10756.892,10391.993,780946.183,661143.537,700729.045,57103.023,50194.799,120020.321,99622.076,11868.985,11349.213,45535.511,45095.861,8638.037,8363.419,1639.308,1561.806,8421.871,7526.17,1097.784,1013.014,6241.808,5782.683,1050.02,1035.603,3083.666,2987.384,405.097,372.238,2814.885,2768.593,373.592,322.343,490.247,423.168,1599.599,1594.304,947.89,888.461,37677.598,34021.177,36349.998,35214.485,436.315,389.367,23563.652,22873.273,3984.857,4034.378,,,,
45  Sc  [ He ] :  CPS RSD value = 5.87 is over the allowed maximum = 5.00137  Ba  [ No Gas ] :  Concentration value = 173.53 is over the calibration range137  Ba  [ He ] :  Concentration value = 147.82 is over the calibration range138  Ba  [ He ] :  Concentration value = 152.92 is over the calibration range172  Yb  [ He ] :  CPS RSD value = 6.12 is over the allowed maximum = 5.00,FALSE,173SMPL.d,14-05-2025 23:18,Sample,,MCS 699,3994.7995,3205,33220.888,35049.94,2988.336,3761.62,10356.698,10581.413,89953.005,80370.631,73305.949,61082.561,11949.021,11574.652,25634.84,25139.155,20561.851,19869.266,61102.737,52972.579,20204.074,22640.728,188640.294,155945.668,59514.338,47870.215,27928.408,26606.489,13581.507,13304.153,257.358,217.89,<0.000,<0.000,<0.000,<0.000,5800.014,5726.522,503.968,446.168,9802.032,9721.931,693230.534,590500.598,610868.969,64097.863,58074.97,130346.181,107314.085,13186.442,12973.843,49376.59,47392.594,9562.533,9126.008,1620.655,1482.62,9293.559,8368.385,1146.23,1043.172,6726.651,6216.911,1117.206,1103.222,3288.386,2984.152,403.663,392.745,2780.936,2559.255,346.895,341.549,508.989,473.577,1466.025,1461.275,885.537,904.129,30338.521,28341.613,28590.191,28648.687,556.308,507.916,25442.425,24357.897,3996.747,4326.517,,,,
7  Li  [ No Gas ] :  CPS RSD value = 5.45 is over the allowed maximum = 5.0090  Zr  [ He ] :  CPS RSD value = 5.81 is over the allowed maximum = 5.00137  Ba  [ No Gas ] :  Concentration value = 363.62 is over the calibration range137  Ba  [ He ] :  Concentration value = 298.20 is over the calibration range138  Ba  [ He ] :  Concentration value = 324.92 is over the calibration range140  Ce  [ No Gas ] :  CPS RSD value = 7.30 is over the allowed maximum = 5.00165  Ho  [ He ] :  CPS RSD value = 5.65 is over the allowed maximum = 5.00166  Er  [ He ] :  CPS RSD value = 6.79 is over the allowed maximum = 5.00181  Ta  [ He ] :  CPS RSD value = 5.59 is over the allowed maximum = 5.00,FALSE,174_QC2.d,14-05-2025 23:22,QC2,,SJS-Std,3650.7995,4103,50107.004,54576.215,1512.225,1752.518,9218.959,9767.863,118826.457,104681.746,126779.994,111609.929,11951.133,11586.947,75244.466,76160.509,31806.397,32263.179,96553.653,88736.732,15956.178,15596.365,108805.445,91096.904,293232.906,240650.689,15916.609,15610.54,71515.211,63655.041,3306.764,3249.706,282.016,127.376,466.81,362.456,1482.3,1352.275,1522.961,1482.678,5425.823,5313.601,1327499.991,1088659.508,1186213.819,21454.427,21218.802,47134.289,40452.662,4971.379,4803.066,18888.37,18264.123,3798.423,3595.354,1070.332,892.462,3910.614,3446.018,513.333,485.083,3407.343,3038.915,620.796,605.295,1859.187,1835.577,255.479,240.479,1893.589,1804.251,259.327,228.043,2483.318,2349.694,881.662,968.883,618.414,578.316,22946.113,20762.554,21395.594,21454.569,289.064,271.843,11073.829,11352.845,3717.725,3783.466,,,,
137  Ba  [ No Gas ] :  Concentration value = 164.59 is over the calibration range137  Ba  [ He ] :  Concentration value = 142.78 is over the calibration range138  Ba  [ He ] :  Concentration value = 150.95 is over the calibration range181  Ta  [ No Gas ] :  CPS RSD value = 5.68 is over the allowed maximum = 5.00,FALSE,175SMPL.d,14-05-2025 23:26,Sample,,MCS 700,3819.4584,3206,28578.415,28204.008,2113.343,2256.592,8438.391,9003.093,68481.94,62574.5,57660.932,49211.998,8862.128,8899.889,19540.328,19195.982,19916.465,20198.16,52805.004,46627.518,17236.29,18450.931,157842.494,132049.816,58685.149,47824.179,21155.362,21153.146,9090.375,9226.304,456.238,465.422,<0.000,<0.000,<0.000,<0.000,4401.587,4412.258,229.328,183.1,8317.101,7981.56,628640.148,545326.582,576555.115,33263.323,33390.38,76528.958,64590.709,7716.845,7668.497,29264.493,28975.609,5603.661,5637.841,1247.384,1197.873,5625.843,4988.907,751.946,709.363,4772.061,4613.97,875.758,874.946,2531.397,2724.349,358.07,345.69,2464.241,2460.358,326.219,318.725,328.678,342.126,1095.915,1070.619,688.65,671.462,32133.935,30269.187,30364.296,30611.503,301.388,271.736,15485.242,15704.269,2575.951,2659.699,,,,
137  Ba  [ No Gas ] :  Concentration value = 226.10 is over the calibration range137  Ba  [ He ] :  Concentration value = 196.39 is over the calibration range138  Ba  [ He ] :  Concentration value = 207.87 is over the calibration range140  Ce  [ He ] :  CPS RSD value = 5.68 is over the allowed maximum = 5.00169  Tm  [ He ] :  CPS RSD value = 6.51 is over the allowed maximum = 5.00207  [Pb]  [ He ] :  CPS RSD value = 5.18 is over the allowed maximum = 5.00,FALSE,176SMPL.d,14-05-2025 23:30,Sample,,MCS 701,3919.7296,3207,57338.966,65406.19,3705.188,3148.086,15306.112,15748.901,131668.672,120362.263,113887.719,97468.252,17470.111,17748.712,44624.847,44053.117,42004.578,42639.955,131538.797,118104.577,30633.071,34092.448,234899.433,194098.972,58448.825,47265.111,50514.425,43902.152,18817.208,19325.796,942.191,903.011,8.396,<0.000,12.687,<0.000,9019.299,8578.081,425.332,361.599,18264.716,17737.306,886261.267,769777.182,814788.35,91816.49,80521.492,182931.519,161277.327,18724.361,18235.672,69761.513,68775.828,13813.891,13367.104,2343.844,2246.933,13746.624,11957.003,1744.749,1650.001,10635.688,9827.525,1722.455,1753.058,5135.942,4933.113,622.951,618.919,4309.74,4316.806,584.804,581.395,664.757,665.43,2378.29,2289.869,1294.59,1270.564,47909.868,45279.739,46124.036,46349.196,1003.646,920.284,35563.052,36571.099,6246.083,6481.944,,,,
118  Sn  [ He ] :  CPS RSD value = 6.71 is over the allowed maximum = 5.00137  Ba  [ No Gas ] :  Concentration value = 140.43 is over the calibration range137  Ba  [ He ] :  Concentration value = 122.72 is over the calibration range138  Ba  [ He ] :  Concentration value = 117.30 is over the calibration range172  Yb  [ No Gas ] :  CPS RSD value = 5.24 is over the allowed maximum = 5.00205  Tl  [ No Gas ] :  CPS RSD value = 5.64 is over the allowed maximum = 5.00103  Rh ( ISTD )  [ He ] :  CPS RSD value = 5.05 is over the allowed maximum = 5.00,FALSE,177SMPL.d,14-05-2025 23:34,Sample,,MCS 702,3545.666,3208,15959.904,17322.036,1047.177,1211.074,5026.098,5576.1,66186.782,60790.693,31346.326,30640.727,5702.996,5740.591,14797.644,14790.818,14492.469,14762.375,22490.674,19178.634,10233.953,14466.395,128716.596,107684.903,38664.764,31473.788,19018.583,19246.632,7533.26,7584.497,336.906,332.271,<0.000,<0.000,<0.000,<0.000,4298.519,4179.777,147.971,63.394,8381.481,8218.175,497911.076,435113.246,415889.036,75671.923,67813.998,140684.341,117612.406,15663.699,15418.605,58566.591,57709.65,11195.882,11134.186,1519.596,1410.53,10272.78,8984.005,1133.287,1019.13,5573.954,5155.531,787.083,819.086,2193.863,2061.073,253.729,230.111,1819.21,1688.818,224.752,213.963,265.072,255.409,1145.055,1084.857,543.941,517.275,24407.425,21607.334,22396.204,22818.596,417.899,383.528,28683.687,29079.308,3597.99,3675.197,,,,
9  Be  [ No Gas ] :  CPS RSD value = 7.30 is over the allowed maximum = 5.00137  Ba  [ No Gas ] :  Concentration value = 187.14 is over the calibration range137  Ba  [ He ] :  Concentration value = 160.14 is over the calibration range138  Ba  [ He ] :  Concentration value = 171.37 is over the calibration range140  Ce  [ He ] :  CPS RSD value = 5.37 is over the allowed maximum = 5.00159  Tb  [ No Gas ] :  CPS RSD value = 5.03 is over the allowed maximum = 5.00172  Yb  [ He ] :  CPS RSD value = 6.52 is over the allowed maximum = 5.00103  Rh ( ISTD )  [ No Gas ] :  CPS RSD value = 11.22 is over the allowed maximum = 5.00,FALSE,178SMPL.d,14-05-2025 23:38,Sample,,MCS 703,3901.2056,3209,32446.603,33573.013,2209.225,2016.778,11360.35,12094.01,88953.708,79419.819,74935.936,64020.624,10590.356,10433.619,24103.6,23863.984,20380.713,20129.719,62505.723,55785.4,21993.549,24119.063,177238.334,149616.243,53681.792,44940.122,27385.466,25965.855,7956.41,8072.529,605.127,531.98,<0.000,<0.000,<0.000,<0.000,5458.838,5461.014,238.784,169.832,9988.003,10032.913,730084.218,624749.296,668534.795,58998.631,52810.214,122771.045,103277.013,12277.836,12146.178,47077.424,46283.241,8955.786,9038.587,1665.472,1607.723,8733.338,7959.1,1131.226,1021.223,6530.196,6335.155,1180.768,1144.26,3298.529,3358.577,465.739,427.752,3177.097,3143.101,428.761,427.952,290.522,233.977,1617.101,1591.21,784.903,789.569,32574.901,29897.272,30817.319,30575.119,415.489,388.473,22924.754,22930.641,3885.063,3873.613,,,,
9  Be  [ No Gas ] :  CPS RSD value = 6.17 is over the allowed maximum = 5.0066  Zn  [ No Gas ] :  Concentration value = 378.13 is over the calibration range66  Zn  [ He ] :  Concentration value = 318.95 is over the calibration range95  Mo  [ No Gas ] :  CPS RSD value = 7.70 is over the allowed maximum = 5.00137  Ba  [ No Gas ] :  Concentration value = 211.56 is over the calibration range137  Ba  [ He ] :  Concentration value = 184.65 is over the calibration range138  Ba  [ He ] :  Concentration value = 193.85 is over the calibration range208  Pb  [ No Gas ] :  CPS RSD value = 5.86 is over the allowed maximum = 5.00,FALSE,179SMPL.d,14-05-2025 23:42,Sample,,MCS 704,3570.8171,3210,33222.522,34771.431,1780.061,1747.088,10073.229,10831.03,92042.443,83909.283,74256.501,65597.78,12127.378,11933.647,24090.743,24893.153,19701.765,19852.236,1350223.793,1138900.485,20885.336,24108.081,198833.275,166992.156,38589.077,31475.278,23281.642,22879.873,11456.564,11345.109,625.888,637.16,<0.000,<0.000,<0.000,<0.000,6273.681,6373.696,412.095,413.62,10431.034,10096.231,755455.418,659363.81,692215.212,68573.416,59398.509,138864.443,119127.562,13994.6,13465.775,53621.571,52295.386,10415.092,9954.853,1523.742,1398.897,9995.231,8265.283,1167.363,1093.985,6197.001,5828.77,973.599,969.971,2595.793,2645.986,340.154,309.958,2281.719,2281.923,304.5,273.08,397.876,395.35,1350.738,1297.038,840.042,812.723,28618.475,26879.054,27016.586,27164.444,315.661,303.936,28723.934,28248.733,4383.477,4586.868,,,,
66  Zn  [ No Gas ] :  Concentration value = 391.42 is over the calibration range66  Zn  [ He ] :  Concentration value = 321.11 is over the calibration range137  Ba  [ No Gas ] :  Concentration value = 149.40 is over the calibration range137  Ba  [ He ] :  Concentration value = 127.62 is over the calibration range138  Ba  [ He ] :  Concentration value = 122.73 is over the calibration range138  Ba  [ He ] :  CPS RSD value = 6.92 is over the allowed maximum = 5.00166  Er  [ No Gas ] :  CPS RSD value = 6.49 is over the allowed maximum = 5.00238  U  [ He ] :  CPS RSD value = 6.32 is over the allowed maximum = 5.00103  Rh ( ISTD )  [ No Gas ] :  CPS RSD value = 5.85 is over the allowed maximum = 5.00,FALSE,180SMPL.d,14-05-2025 23:46,Sample,,MCS 705,3932.6823,3211,27267.264,27189.17,1915.078,1851.528,8047.252,8757.36,66415.908,59352.877,48572.065,47165.91,9199.035,8860.699,19180.418,19316.984,19886.064,19477.329,1539347.957,1262831.761,16474.417,17958.97,149089.213,123790.1,55052.097,43820.936,23175.184,22667.996,9607.328,9694.16,390.783,407.333,<0.000,<0.000,<0.000,<0.000,4386.51,4283.906,300.069,252.729,8033.877,7725.422,587549.512,501907.665,482667.162,36544.894,36450.429,85654.424,72220.088,8719.601,8103.281,32489.438,31439.29,6297.459,6074.91,1312.786,1195.333,6119.605,5406.405,831.669,761.989,5086.544,4739.698,935.758,888.862,2729.92,2657.953,351.644,316.049,2444.551,2388.675,310.484,301.83,312.91,331.327,1093.27,1044.219,628.234,638,30574.895,29919.105,29782.725,29593.348,312.155,294.969,16173.874,15469.217,2690.342,2755.841,,,,
66  Zn  [ No Gas ] :  Concentration value = 371.69 is over the calibration range66  Zn  [ He ] :  Concentration value = 310.29 is over the calibration range121  Sb  [ No Gas ] :  CPS RSD value = 6.67 is over the allowed maximum = 5.00137  Ba  [ No Gas ] :  Concentration value = 155.30 is over the calibration range137  Ba  [ No Gas ] :  CPS RSD value = 5.34 is over the allowed maximum = 5.00137  Ba  [ He ] :  Concentration value = 133.33 is over the calibration range138  Ba  [ He ] :  Concentration value = 143.76 is over the calibration range,FALSE,181SMPL.d,14-05-2025 23:50,Sample,,MCS 706,3555.1552,3212,24803.1,25336.032,1854.862,1706.605,10089.08,10810.288,72924.889,66324.388,62939.016,54003.123,8242.484,8010.108,19023.228,18699.038,15032.725,14543.812,1321414.244,1103128.108,18575.73,21272.2,124903.397,103186.021,58808.572,46719.125,23720.651,23438.751,7854.54,7740.982,663.065,673.566,<0.000,<0.000,<0.000,<0.000,4578.553,4696.463,289.112,230.311,7956.156,8007.282,552122.7,474016.687,511080.258,66253.714,59230.045,134915.348,113999.619,13553.171,13542.11,51509.371,50483.953,9630.399,9519.207,1571.512,1494.373,9284.779,8509.813,1192.03,1090.12,6635.07,6355.493,1097.141,1085.83,3045.645,3180.606,408.1,400.041,2917.294,2875.101,383.569,360.34,269.693,254.422,1157.16,1101.465,560.846,566.315,30667.149,28969.917,29405.022,29316.78,341.832,324.442,27336.311,27325.725,3999.614,4196.667,,,,
45  Sc  [ He ] :  CPS RSD value = 6.38 is over the allowed maximum = 5.0089  Y  [ He ] :  CPS RSD value = 5.25 is over the allowed maximum = 5.00118  Sn  [ No Gas ] :  CPS RSD value = 5.50 is over the allowed maximum = 5.00121  Sb  [ No Gas ] :  CPS RSD value = 6.46 is over the allowed maximum = 5.00133  Cs  [ He ] :  CPS RSD value = 5.16 is over the allowed maximum = 5.00137  Ba  [ No Gas ] :  Concentration value = 118.35 is over the calibration range137  Ba  [ No Gas ] :  CPS RSD value = 11.19 is over the allowed maximum = 5.00137  Ba  [ He ] :  Concentration value = 109.79 is over the calibration range138  Ba  [ He ] :  Concentration value = 104.46 is over the calibration range163  Dy  [ He ] :  CPS RSD value = 7.34 is over the allowed maximum = 5.00166  Er  [ He ] :  CPS RSD value = 6.66 is over the allowed maximum = 5.00103  Rh ( ISTD )  [ He ] :  CPS RSD value = 19.58 is over the allowed maximum = 5.00,FALSE,182SMPL.d,14-05-2025 23:55,Sample,,MCS 707,3690.4853,3301,19938.857,19104.625,1966.276,1703.432,8501.524,9553.311,63427.685,56640.952,47735.242,48677.062,8077.094,7735.97,15123.606,15013.198,10595.874,10178.232,77106.52,67671.117,15803.31,18365.929,97774.011,80643.611,68179.166,55399.035,27629.788,27396.893,6659.701,6687.585,713.99,669.222,<0.000,<0.000,<0.000,<0.000,3731.58,3624.922,181.146,105.194,5791.416,5641.793,436779.356,405181.861,385504.292,65801.35,58251.32,134800.104,114048.848,13690.137,13522.372,51124.197,50731.683,9801.955,9686.545,1567.869,1508.198,9748.396,8709.677,1241.798,1128.428,6994.138,6638.973,1230.205,1201.017,3474.054,3470.98,490.687,475.549,3488.327,3353.473,474.289,463.622,235.928,219.029,1069.759,1070.129,472.015,445.613,29206.567,27163.701,27704.11,27876.959,257.906,248.717,25990.296,26169.133,4207.671,4257.54,,,,
7  Li  [ He ] :  CPS RSD value = 5.46 is over the allowed maximum = 5.00139  La  [ He ] :  CPS RSD value = 8.47 is over the allowed maximum = 5.00178  Hf  [ No Gas ] :  CPS RSD value = 8.49 is over the allowed maximum = 5.00205  Tl  [ He ] :  CPS RSD value = 9.32 is over the allowed maximum = 5.00209  Bi  [ He ] :  CPS RSD value = 8.87 is over the allowed maximum = 5.00,FALSE,183_QC1.d,14-05-2025 23:59,QC1,,QC MES 50 ppb,1,4102,55.322,50.661,50.327,50.631,46.129,42.028,51.403,46.45,52.074,44.738,52.163,45.429,44.664,44.476,52.064,45.649,44.306,41.148,53.723,46.714,56.59,46.539,51.553,43.727,56.99,47.357,53.565,48.322,49.286,48.593,57.36,48.885,51.959,50.395,59.056,50.257,58.192,50.794,57.548,49.647,56.989,55.638,52.181,57.784,55.775,59.138,54.514,58.271,55.487,53.301,52.255,52.387,51.777,60.237,52.446,56.112,54.573,60.843,58.729,62.78,53.738,61.155,59.977,60.732,54.528,62.386,59.886,54.752,57.049,62.604,51.697,62.23,56.802,59.726,57.728,64.43,58.15,57.52,57.093,63.755,55.887,65.506,61.027,64.531,64.16,64.486,68.102,,,,
118  Sn  [ He ] :  CPS RSD value = 6.13 is over the allowed maximum = 5.00137  Ba  [ No Gas ] :  Concentration value = 200.68 is over the calibration range137  Ba  [ He ] :  Concentration value = 166.63 is over the calibration range138  Ba  [ He ] :  Concentration value = 181.13 is over the calibration range140  Ce  [ He ] :  CPS RSD value = 9.64 is over the allowed maximum = 5.00,FALSE,184SMPL.d,15-05-2025 00:03,Sample,,MCS 708,3758.5082,3302,27557.684,28259.358,2340.448,2359.368,10350.245,10888.37,90720.629,82262.746,80082.507,68830.076,12555.901,12229.27,24929.951,25095.228,22227.723,22303.057,86049.465,75970.197,20066.742,24501.615,199060.067,166964.582,79906.072,65249.256,26544.101,26442.166,6274.408,6253.802,602.019,497.253,53.029,37.05,<0.000,<0.000,5641.56,5504.944,319.734,247.381,8466.078,8093.429,754247.689,626287.88,680782.541,90547.721,78898.489,187360.002,158968.233,18217.116,17862.052,70345.412,67609.173,13047.568,12532.509,2023.267,1899.79,12082.111,10630.373,1500.131,1332.162,7205.752,7026.219,1153.733,1114.63,2995.185,2973.049,361.998,324.357,2410.726,2370.023,309.833,292.573,318.861,269.564,1556.712,1610.812,993.784,947.078,24674.618,23229.542,23311.66,23528.717,396.325,373.651,36355.11,36037.895,5124.067,5361.355,,,,
137  Ba  [ No Gas ] :  Concentration value = 148.91 is over the calibration range137  Ba  [ He ] :  Concentration value = 127.69 is over the calibration range138  Ba  [ He ] :  Concentration value = 130.57 is over the calibration range138  Ba  [ He ] :  CPS RSD value = 7.47 is over the allowed maximum = 5.00153  Eu  [ He ] :  CPS RSD value = 8.78 is over the allowed maximum = 5.00,FALSE,185SMPL.d,15-05-2025 00:07,Sample,,MCS 709,3850.5401,3303,26226.018,27268.496,2010.207,1457.393,7425.192,8307.427,59253.139,53839.081,41675.306,41146.501,9013.205,8920.736,16380.643,16430.281,15513.256,15425.607,61261.528,56287.66,16129.474,18066.139,140899.074,120070.104,67771.539,54973.832,18665.519,18952.114,5624.188,5447.02,357.351,304.982,<0.000,<0.000,<0.000,<0.000,3905.732,3840.056,195.125,165.631,6520.884,6364.089,573391.638,491666.979,502775.911,50418.1,44168.138,104505.091,87529.117,10283.657,10093.75,38354.505,38320,7433.738,7448.615,1392.999,1279,7065.172,6265.451,863.597,754.314,4710.824,4486.053,797.617,788.823,2343.236,2299.633,321.635,293.52,2308.94,2367.724,313.6,285.523,210.257,187.523,1008.077,979.178,668.014,663.06,30177.382,28212.043,28176.331,29347.239,231.42,226.433,18693.496,19524.877,3086.009,3099.93,,,,
133  Cs  [ He ] :  CPS RSD value = 5.55 is over the allowed maximum = 5.00137  Ba  [ No Gas ] :  Concentration value = 129.86 is over the calibration range137  Ba  [ He ] :  Concentration value = 108.07 is over the calibration range138  Ba  [ He ] :  Concentration value = 105.87 is over the calibration range153  Eu  [ He ] :  CPS RSD value = 5.42 is over the allowed maximum = 5.00163  Dy  [ He ] :  CPS RSD value = 5.85 is over the allowed maximum = 5.00166  Er  [ He ] :  CPS RSD value = 7.52 is over the allowed maximum = 5.00,FALSE,186SMPL.d,15-05-2025 00:11,Sample,,MCS 710,3900.3935,3304,23755.35,23818.957,1793.733,2196.39,7257.061,8017.405,60312.395,54422.909,44671.328,44947.093,9085.736,8792.71,18800.185,19256.202,17233.949,16903.394,210546.211,193002.385,14918.567,16339.959,144337.987,119329.879,58126.825,49215.661,21408.288,20558.102,9561.031,9719.565,895.276,810.277,<0.000,<0.000,44.186,13.731,3856.042,3800.382,316.497,248.634,6834.031,6863.955,506515.653,421527.585,412949.537,36344.987,36013.989,88833.499,73728.799,8787.379,8332.277,33559.093,33130.51,6464.911,6478.123,1334.15,1214.086,6580.681,5758.023,865.604,801.279,5398.363,5138.649,899.197,881.109,2664.776,2653.705,357.261,341.232,2447.85,2500.65,343.445,324.679,340.388,356.093,1009.597,979.502,606.125,619.796,31777.922,30445.691,30611.543,30688.274,317.531,290.428,18708.75,19051.62,2989.116,3223.595,,,,
137  Ba  [ No Gas ] :  Concentration value = 357.57 is over the calibration range137  Ba  [ He ] :  Concentration value = 301.70 is over the calibration range138  Ba  [ He ] :  Concentration value = 320.80 is over the calibration range175  Lu  [ No Gas ] :  CPS RSD value = 6.72 is over the allowed maximum = 5.00205  Tl  [ He ] :  CPS RSD value = 6.10 is over the allowed maximum = 5.00209  Bi  [ No Gas ] :  CPS RSD value = 5.79 is over the allowed maximum = 5.00,FALSE,187_QC2.d,15-05-2025 00:15,QC2,,SJS-Std,3650.7995,4103,50110.005,54617.12,1521.585,1819.923,9066.963,9709.872,117334.087,105557.761,124850.166,108400.75,11419.696,11566.538,73707.654,74215.143,31341.714,31299.613,96499.297,88827.01,15423.164,15588.102,108535.449,90180.259,281183.793,237706.421,15653.81,15498.641,70284.686,62134.373,3274.92,3388.56,250.583,152.429,478.04,323.893,1513.244,1360.118,1516.495,1446.708,5375.602,5208.803,1305419.144,1101429.643,1171174.696,20932.465,21103.789,42639.126,40568.535,4944.203,4774.333,19202.999,18486.745,3784.436,3671.154,1069.004,910.945,3961.576,3606.135,506.664,476.178,3318.99,3169.197,622.902,600.356,1873.151,1891.207,247.469,229.319,1865.53,1864.945,256.532,239.022,2377.744,2417.221,901.778,950.287,598.765,593.483,23004.481,21396.499,21099.373,21685.349,284.498,262.912,11044.009,11202.847,3629.574,3781.199,,,,
